Algorithm,Scenario,Strategy,Top1_acc,Top5_acc,PowerLoss_dB,AllocGain,Fairness,Coverage,TrainTime,InferTime,RobustnessDrop
KNN,Scenario 1 (V2I - Day - Location A),Max-SNR,51.546391752577314,85.77319587628865,0.24224475660024516,26.660713842414598,0.9987066818646965,0.9999999999979167,0.01712179183959961,3.977775573730469e-05,17.525773195876283
KNN,Scenario 1 (V2I - Day - Location A),Round-Robin,51.546391752577314,85.77319587628865,0.24224475660024516,2.66607138424146,0.9987066818646962,0.9999999999979167,0.01712179183959961,3.977775573730469e-05,17.525773195876283
KNN,Scenario 1 (V2I - Day - Location A),Proportional-Fair,51.546391752577314,85.77319587628865,0.24224475660024516,2.716350986504656,0.7278858452264555,0.9999999999979167,0.01712179183959961,3.977775573730469e-05,17.525773195876283
KNN,Scenario 1 (V2I - Day - Location A),Max-Min,51.546391752577314,85.77319587628865,0.24224475660024516,25.067625002507633,0.9995912072100693,0.9999999999979167,0.01712179183959961,3.977775573730469e-05,17.525773195876283
NN,Scenario 1 (V2I - Day - Location A),Max-SNR,53.1958762886598,96.49484536082474,0.23034297535673115,26.664582609844977,0.9987521331981517,0.9999999999979167,30.609777212142944,2.9633045196533205e-05,12.78350515463918
NN,Scenario 1 (V2I - Day - Location A),Round-Robin,53.1958762886598,96.49484536082474,0.23034297535673115,2.666458260984498,0.9987521331981513,0.9999999999979167,30.609777212142944,2.9633045196533205e-05,12.78350515463918
NN,Scenario 1 (V2I - Day - Location A),Proportional-Fair,53.1958762886598,96.49484536082474,0.23034297535673115,2.7153862562034794,0.7325442265069377,0.9999999999979167,30.609777212142944,2.9633045196533205e-05,12.78350515463918
NN,Scenario 1 (V2I - Day - Location A),Max-Min,53.1958762886598,96.49484536082474,0.23034297535673115,25.11080699731237,0.9995518094330254,0.9999999999979167,30.609777212142944,2.9633045196533205e-05,12.78350515463918
RF,Scenario 1 (V2I - Day - Location A),Max-SNR,51.340206185567006,94.63917525773195,0.23426578645410603,26.66290943287823,0.9986991705213222,0.9999999999979167,0.4146690368652344,0.0005196666717529297,17.319587628865975
RF,Scenario 1 (V2I - Day - Location A),Round-Robin,51.340206185567006,94.63917525773195,0.23426578645410603,2.6662909432878235,0.9986991705213218,0.9999999999979167,0.4146690368652344,0.0005196666717529297,17.319587628865975
RF,Scenario 1 (V2I - Day - Location A),Proportional-Fair,51.340206185567006,94.63917525773195,0.23426578645410603,2.716576978398686,0.7297644933440228,0.9999999999979167,0.4146690368652344,0.0005196666717529297,17.319587628865975
